epoch,accuracy,loss,val_accuracy,val_loss
0,0.97846514,0.06598625788512029,0.9817225933074951,0.05084628236122539
1,0.98250484,0.04716910141423661,0.9817748069763184,0.05130306776960361
2,0.98440427,0.040911914925525365,0.9825478792190552,0.04992049956828008
3,0.98487103,0.03921131952150355,0.9824434518814087,0.05032697408914712
4,0.98561,0.03719856726116903,0.982359766960144,0.0506400599884765
